aX,aY,aZ,gX,gY,gZ
0.129,-0.164,1.007,2.747,0.549,0.427
0.132,-0.163,1.003,2.502,1.099,0.244
0.135,-0.163,1.005,1.587,1.099,0.305
0.133,-0.161,1.011,0.671,1.038,-0.183

0.746,-0.170,-0.649,-67.688,-54.443,15.625
0.707,-0.098,-0.842,-43.640,-62.622,12.390
0.721,-0.108,-1.009,-25.452,-67.078,7.690
0.709,-0.129,-1.196,-26.550,-79.346,-0.610
0.714,-0.129,-1.289,-27.893,-89.355,-12.817
0.662,-0.111,-1.424,-23.376,-104.065,-29.724
0.557,-0.139,-1.572,-18.738,-124.084,-44.189
0.482,-0.177,-1.596,-24.048,-148.132,-47.974
0.463,-0.218,-1.504,-34.912,-173.706,-42.847
0.462,-0.235,-1.376,-41.443,-197.327,-35.156
0.480,-0.217,-1.250,-43.457,-220.764,-28.076
0.497,-0.169,-1.144,-41.565,-246.704,-22.400
0.552,-0.077,-1.058,-39.246,-275.513,-19.409
0.638,0.040,-0.956,-38.635,-303.101,-22.095
0.699,0.112,-0.826,-41.321,-330.750,-33.264
0.711,0.214,-0.762,-49.805,-360.413,-52.612
0.655,0.207,-0.647,-47.668,-380.981,-73.669
0.510,0.185,-0.526,-60.852,-407.837,-91.064
0.351,0.133,-0.357,-80.688,-432.312,-104.065
0.175,0.069,-0.151,-106.567,-446.472,-110.474
0.042,-0.001,0.130,-139.526,-447.205,-109.619
-0.061,-0.072,0.429,-174.561,-432.312,-102.661
-0.148,-0.098,0.742,-209.229,-400.024,-93.384
-0.123,-0.131,1.053,-245.178,-348.999,-86.670
-0.140,0.006,1.366,-271.240,-287.170,-83.069
-0.044,0.075,1.682,-263.733,-226.685,-80.627
0.022,0.141,1.814,-235.413,-182.495,-77.515
0.080,0.095,1.774,-190.002,-157.410,-72.449
0.087,-0.007,1.611,-139.282,-154.236,-62.744
0.041,-0.063,1.439,-105.408,-166.504,-48.767
0.009,-0.104,1.342,-94.666,-176.270,-33.447
-0.004,-0.105,1.321,-99.792,-171.692,-21.362
-0.005,-0.078,1.362,-111.328,-154.724,-14.832
0.017,-0.073,1.459,-120.239,-135.071,-11.902
0.009,-0.088,1.567,-124.146,-124.329,-12.268
-0.012,0.031,1.733,-120.178,-122.742,-20.935
-0.028,0.158,1.850,-101.868,-125.000,-29.602
-0.062,0.122,1.829,-69.519,-128.113,-29.541
-0.079,-0.019,1.665,-37.231,-128.418,-23.315
-0.095,-0.073,1.547,-15.930,-121.643,-17.090
-0.132,-0.158,1.394,-9.155,-109.680,-5.737
-0.068,-0.271,1.320,-19.531,-92.285,3.967
-0.034,-0.195,1.264,-37.354,-72.693,3.174
-0.006,-0.119,1.262,-44.678,-52.185,2.014
0.017,-0.083,1.249,-43.335,-38.330,5.127
0.054,-0.072,1.239,-40.588,-35.278,10.376
0.104,-0.047,1.229,-33.203,-39.063,14.648
0.140,-0.035,1.188,-20.020,-45.471,15.930
0.152,-0.060,1.145,-7.446,-51.208,15.076
0.144,-0.093,1.075,2.625,-53.284,13.672
0.135,-0.106,1.015,9.155,-51.086,12.268
0.136,-0.115,0.981,7.874,-45.654,11.292
0.145,-0.129,1.004,-0.122,-38.269,10.559
0.178,-0.143,1.223,-14.709,-27.527,9.277
0.250,-0.108,1.591,-36.560,-11.597,4.639
0.240,0.006,1.638,-43.396,7.385,-3.723
0.198,0.050,1.467,-21.667,29.602,-9.827
0.199,0.001,1.241,7.324,40.405,-8.911
0.180,-0.068,0.961,26.184,29.968,-3.235
0.174,-0.140,0.747,34.424,10.681,4.150
0.190,-0.211,0.683,30.945,-4.883,11.841
0.207,-0.242,0.707,14.404,-16.174,15.930
0.226,-0.235,0.794,-5.127,-21.179,14.771
0.230,-0.188,0.911,-17.822,-17.517,10.681
0.250,-0.150,1.033,-21.973,-7.812,7.263
0.257,-0.060,1.100,-22.827,-0.244,3.601
0.255,-0.014,1.121,-18.738,6.226,1.587
0.251,-0.009,1.105,-10.559,10.376,0.671
0.252,-0.031,1.058,-1.648,11.475,0.305
0.246,-0.056,1.002,5.371,8.728,0.366
0.245,-0.078,0.965,8.423,5.005,1.038
0.244,-0.100,0.943,8.728,2.075,1.770
0.249,-0.128,0.943,6.165,0.854,2.441
0.237,-0.079,0.982,2.319,1.099,1.831
0.241,-0.127,1.004,0.061,1.587,3.174
0.241,-0.120,0.996,-3.601,0.183,0.916
0.235,-0.106,1.007,-5.798,0.366,-1.221
0.231,-0.103,1.012,-5.920,0.854,-0.854
0.230,-0.104,1.005,-3.601,0.671,0.000
0.232,-0.102,1.006,0.183,0.854,1.282
0.243,-0.087,1.010,3.723,0.427,2.991
0.253,-0.075,1.011,5.737,-1.526,4.089
0.263,-0.080,1.007,5.737,-3.235,3.479
0.265,-0.089,1.003,4.944,-3.601,1.282
0.253,-0.091,0.986,4.578,-3.357,-1.221
0.244,-0.098,0.964,3.601,-2.258,-2.747
0.234,-0.103,0.955,-0.610,-0.610,-2.991
0.241,-0.110,0.964,-5.188,0.793,-2.319
0.240,-0.112,0.974,-7.019,2.380,-2.258
0.240,-0.105,0.991,-5.859,3.357,-2.808
0.230,-0.093,1.000,-4.883,2.625,-2.747
0.229,-0.094,1.003,-4.517,1.770,-1.709
0.234,-0.093,1.005,-4.150,2.136,-0.732
0.247,-0.081,1.005,-3.662,2.441,-0.244
0.252,-0.066,1.004,-2.502,1.709,-0.366
0.254,-0.065,1.002,-0.244,0.305,-1.465
0.246,-0.075,1.004,2.136,-1.038,-2.075
0.237,-0.088,1.001,3.662,-2.014,-2.258
0.230,-0.100,0.995,4.333,-1.709,-2.625
0.223,-0.100,0.970,3.845,-0.671,-2.625
0.228,-0.087,0.966,0.732,0.732,-2.380
0.245,-0.075,0.991,-3.601,1.221,-2.197
0.250,-0.074,1.012,-4.517,0.427,-2.747
0.240,-0.081,1.017,-1.709,-0.854,-3.662
0.225,-0.088,1.014,1.038,-1.831,-4.211
0.219,-0.101,1.000,1.770,-2.136,-4.028
0.221,-0.107,0.989,0.610,-1.221,-3.296
0.228,-0.105,0.985,-0.854,-0.061,-2.502
0.236,-0.104,0.992,-1.709,-0.488,-2.014
0.237,-0.105,0.998,-1.526,-1.587,-1.709
0.231,-0.111,1.001,-0.244,-2.075,-1.038
0.229,-0.115,1.006,0.610,-1.953,-0.610
0.227,-0.115,1.008,0.671,-1.404,-0.732
0.224,-0.109,1.000,0.549,-0.793,-0.916
0.225,-0.101,0.985,0.427,-0.366,-0.488
0.234,-0.095,0.990,-0.610,-0.549,0.427
0.243,-0.095,0.995,-1.648,-0.854,1.404
0.243,-0.098,0.995,-0.854,-0.671,1.587
0.243,-0.093,0.995,-0.061,0.000,1.160

0.386,-0.385,-1.145,-101.685,-22.888,6.836
0.383,-0.403,-1.379,-87.097,-31.189,4.822
0.271,-0.436,-1.655,-69.153,-50.659,-2.991
0.110,-0.496,-1.918,-62.561,-85.693,-13.000
0.024,-0.538,-2.057,-66.589,-125.244,-14.221
-0.012,-0.500,-2.019,-77.637,-168.762,-8.301
0.014,-0.443,-1.893,-83.008,-209.290,0.488
0.045,-0.408,-1.761,-81.970,-245.850,12.024
0.108,-0.325,-1.582,-85.510,-278.320,24.841
0.198,-0.207,-1.351,-92.590,-306.274,37.415
0.305,-0.088,-1.066,-97.595,-331.299,47.607
0.438,-0.002,-0.843,-94.116,-355.652,51.270
0.531,0.101,-0.633,-86.731,-380.920,45.471
0.584,0.211,-0.391,-82.764,-409.241,30.334
0.690,0.441,-0.073,-84.595,-440.430,7.446
0.742,0.557,0.382,-76.355,-454.651,-23.621
0.654,0.558,0.617,-85.266,-466.858,-64.209
0.463,0.398,0.749,-108.459,-468.140,-101.685
0.243,0.101,0.884,-142.029,-447.632,-126.099
-0.010,-0.019,1.013,-192.566,-411.987,-137.207
-0.186,-0.135,1.286,-244.324,-357.117,-133.240
-0.238,-0.135,1.622,-285.339,-292.053,-119.080
-0.215,0.101,2.000,-301.758,-234.436,-100.708
-0.069,0.308,2.290,-275.757,-190.491,-81.238
0.034,0.346,2.287,-210.693,-162.598,-63.171
0.108,0.231,2.066,-137.878,-151.611,-46.143
0.171,0.040,1.800,-79.285,-157.227,-30.701
0.184,-0.113,1.491,-34.180,-174.988,-18.311
0.157,-0.263,1.221,-8.423,-193.604,-8.301
0.105,-0.378,1.038,-11.658,-203.979,0.854
0.095,-0.491,0.948,-34.180,-200.073,6.592
0.132,-0.583,0.930,-58.960,-184.387,4.333
0.062,-0.470,0.992,-84.473,-163.818,-7.568
-0.010,-0.227,1.169,-107.727,-140.625,-14.648
0.078,-0.041,1.482,-114.746,-121.277,-11.597
0.076,0.117,1.643,-93.506,-113.464,-8.789
0.066,0.170,1.602,-44.312,-115.112,-15.137
0.052,0.067,1.398,0.793,-118.896,-22.278
-0.039,-0.030,1.222,26.001,-120.789,-23.743
-0.077,-0.286,1.131,29.724,-120.972,-14.771
0.038,-0.473,1.680,-7.446,-110.535,-11.353
0.062,-0.447,2.348,-61.890,-88.135,-21.790
-0.096,-0.194,2.160,-51.575,-45.654,-46.082
-0.237,-0.050,1.779,-25.085,15.503,-43.701
-0.187,-0.092,1.453,-1.343,52.673,-27.588
-0.092,-0.222,1.037,31.067,46.021,-11.719
-0.057,-0.257,0.703,47.241,18.677,7.263
-0.023,-0.248,0.561,42.480,-4.089,26.123
0.023,-0.250,0.491,27.954,-20.325,37.659
0.082,-0.298,0.494,10.681,-31.677,39.734
0.129,-0.355,0.586,-2.380,-37.048,34.424
0.137,-0.427,0.740,-8.484,-36.560,24.536
0.128,-0.423,0.942,-21.362,-31.982,13.000
0.139,-0.385,1.169,-39.001,-23.010,2.563
0.127,-0.277,1.349,-49.072,-9.583,-4.272
0.079,-0.198,1.376,-42.542,7.324,-6.836
0.044,-0.121,1.290,-27.771,24.475,-5.920
0.077,-0.086,1.182,-11.169,36.133,-3.235
0.126,-0.105,1.059,2.563,33.936,4.272
0.161,-0.157,0.953,9.521,18.433,14.160
0.190,-0.219,0.897,10.376,0.916,20.752
0.201,-0.275,0.895,7.812,-10.132,22.461
0.224,-0.309,0.922,3.357,-13.428,19.165
0.221,-0.311,0.965,-0.793,-10.681,13.489
0.205,-0.284,0.991,-4.578,-5.737,7.507
0.213,-0.232,1.007,-7.385,-1.038,3.967
0.218,-0.189,0.998,-8.057,1.648,3.113
0.221,-0.174,0.986,-6.958,3.357,3.540
0.233,-0.176,0.982,-4.517,5.859,4.089
0.246,-0.175,0.977,-2.197,7.141,4.761
0.262,-0.181,1.006,0.244,6.836,5.005
0.268,-0.177,1.029,2.441,4.333,3.601
0.252,-0.182,1.019,3.784,-0.244,1.282
0.231,-0.199,0.984,4.395,-2.991,-0.488
0.219,-0.217,0.957,2.747,-2.502,-1.892
0.215,-0.219,0.963,-1.648,-0.305,-2.625
0.202,-0.217,0.973,-4.639,0.854,-3.357
0.178,-0.216,0.980,-4.700,1.770,-4.150
0.156,-0.221,0.991,-3.540,2.991,-3.906
0.152,-0.227,1.000,-3.601,4.578,-2.625
0.161,-0.230,1.000,-3.967,5.554,-0.549
0.171,-0.219,1.001,-3.479,5.737,1.099
0.184,-0.204,1.004,-4.028,5.066,1.953
0.192,-0.192,1.004,-4.517,4.028,2.258
0.197,-0.191,1.003,-3.906,3.418,2.563
0.205,-0.198,0.993,-2.319,3.784,2.869
0.215,-0.203,0.980,-0.977,4.456,3.845
0.228,-0.199,0.977,-1.038,4.456,4.028
0.235,-0.193,0.983,-1.709,3.479,3.357
0.237,-0.190,0.991,-2.136,2.380,2.197
0.229,-0.193,0.988,-1.709,2.014,0.977
0.225,-0.200,0.969,-1.953,2.625,0.427
0.238,-0.209,0.971,-4.822,4.456,0.854
0.244,-0.216,0.985,-7.385,5.249,0.671
0.239,-0.215,0.995,-6.958,4.150,-0.549
0.224,-0.211,0.996,-4.456,1.404,-1.160
0.212,-0.212,0.991,-2.869,-1.343,-0.122
0.213,-0.218,0.984,-2.441,-2.686,1.892
0.223,-0.221,0.985,-2.869,-2.563,3.235
0.225,-0.212,0.988,-3.174,-1.892,3.174
0.219,-0.204,0.987,-2.136,-0.732,1.953
0.211,-0.198,0.993,-1.282,0.427,1.465
0.202,-0.197,0.991,-1.282,1.465,1.648
0.203,-0.198,0.989,-0.977,2.625,2.258
0.212,-0.194,0.988,-1.343,3.418,2.502
0.220,-0.184,0.990,-2.441,3.235,1.831
0.223,-0.179,0.997,-3.479,2.258,0.793
0.221,-0.185,1.000,-3.723,1.343,-0.122
0.213,-0.194,0.994,-3.174,0.793,-0.793
0.208,-0.199,0.986,-3.235,0.916,-0.854
0.206,-0.201,0.988,-4.333,1.770,-0.610
0.211,-0.203,0.993,-4.639,2.930,-0.488
0.208,-0.201,0.997,-3.601,3.601,-0.549
0.206,-0.197,0.998,-2.197,3.906,-0.610
0.205,-0.190,0.994,-1.404,3.845,-0.244
0.208,-0.182,0.982,-1.648,4.333,0.305
0.217,-0.181,0.988,-3.418,5.310,0.122
0.223,-0.179,1.000,-5.676,6.348,-0.671
0.221,-0.178,1.002,-5.615,7.141,-2.258

0.722,-0.056,-0.628,-79.651,-304.260,-39.001
0.731,-0.048,-0.499,-96.191,-318.848,-48.889
0.759,-0.102,-0.234,-102.356,-341.980,-55.298
0.763,-0.009,0.187,-95.825,-371.338,-64.575
0.663,-0.167,0.345,-54.016,-392.456,-80.383
0.345,-0.370,0.267,-20.935,-399.292,-95.703
0.071,-0.503,0.432,-18.433,-372.803,-103.943
-0.113,-0.546,0.627,-45.593,-309.753,-101.501
-0.169,-0.528,0.839,-81.909,-222.046,-91.614
-0.102,-0.441,0.952,-115.479,-139.343,-73.975
0.105,-0.395,0.982,-142.761,-71.777,-55.664
0.297,-0.334,1.022,-155.884,-28.625,-45.715
0.336,-0.291,1.051,-154.297,-19.409,-45.410
0.430,-0.255,1.038,-145.874,-44.617,-46.814
0.413,-0.171,1.087,-119.934,-82.092,-48.096
0.516,-0.312,1.143,-79.956,-123.169,-49.683
0.398,-0.160,0.992,-71.777,-179.871,-52.429
0.255,-0.065,0.902,-67.993,-234.924,-53.467
0.045,0.019,0.970,-79.834,-282.776,-51.208
-0.159,-0.044,1.126,-104.980,-319.153,-26.123
-0.353,-0.141,1.029,-127.869,-327.759,14.404
-0.048,-0.301,1.019,-120.850,-278.015,32.043
0.115,-0.330,1.005,-115.234,-222.534,17.334
0.089,-0.263,1.074,-129.456,-183.411,-3.174
0.016,-0.070,1.269,-144.531,-159.546,-23.560
-0.030,0.014,1.406,-139.160,-152.588,-40.283
-0.066,0.076,1.469,-121.338,-159.790,-52.307
-0.097,0.110,1.453,-99.915,-167.847,-60.974
-0.188,-0.174,1.640,-85.083,-161.865,-66.345
0.353,-0.605,3.955,-160.522,-138.062,-71.167
-0.416,0.135,3.943,-177.734,-109.741,-130.920
-0.705,0.514,2.840,-99.304,-0.549,-163.940
-0.590,0.137,1.927,-16.663,100.647,-122.498
-0.553,-0.109,1.085,41.870,89.478,-77.332
-0.455,-0.253,0.526,48.889,44.922,-34.546
-0.336,-0.106,0.357,52.673,23.560,-3.052
-0.127,-0.231,0.402,72.998,14.832,28.687
-0.014,-0.323,0.380,56.458,-5.554,50.720
0.023,-0.395,0.332,21.118,-33.569,54.260
0.066,-0.490,0.344,8.423,-47.729,49.805
0.091,-0.569,0.413,4.272,-52.612,43.762
0.128,-0.565,0.519,-15.320,-60.059,41.687
0.160,-0.419,0.725,-70.679,-69.702,46.753
0.212,-0.257,1.268,-136.658,-82.520,45.837
0.099,0.032,1.692,-169.922,-88.989,20.142
0.141,0.164,1.660,-125.549,-60.791,-14.709
0.107,0.211,1.637,-54.871,-10.803,-35.400
-0.032,0.285,1.471,-34.607,29.602,-39.307
-0.079,0.323,1.235,-27.771,48.035,-34.424
0.010,0.239,1.081,-5.737,53.223,-20.020
0.094,0.042,0.980,25.513,45.654,1.282
0.129,-0.123,0.871,41.565,24.780,20.813
0.169,-0.231,0.802,44.128,2.808,31.982
0.215,-0.296,0.804,41.016,-9.216,36.255
0.253,-0.315,0.855,30.701,-13.306,34.363
0.278,-0.286,0.914,13.977,-13.184,25.818
0.255,-0.211,0.973,-3.235,-10.315,13.428
0.208,-0.116,1.053,-12.695,-4.578,0.977
0.167,-0.006,1.092,-11.902,0.671,-7.751
0.128,-0.001,1.121,-5.127,2.502,-9.399
0.118,-0.057,1.085,-0.854,-2.136,-6.165
0.124,-0.068,1.023,0.305,-6.958,-7.568
0.117,-0.086,1.024,0.122,-7.996,-5.859
0.095,-0.094,1.024,0.732,-8.118,-2.686
0.095,-0.126,1.027,4.150,-6.897,-0.793
0.082,-0.160,1.022,6.714,-5.798,-0.061
0.069,-0.171,0.998,4.883,-6.836,1.526
0.064,-0.157,0.982,0.000,-7.507,5.127
0.068,-0.155,0.991,-2.014,-5.920,9.521
0.078,-0.140,1.005,-2.686,-3.601,12.085
0.092,-0.135,1.021,-0.977,-1.343,13.794
0.105,-0.128,1.015,2.808,1.587,14.587
0.125,-0.114,1.012,4.761,3.662,14.954
0.145,-0.099,1.013,3.235,3.601,14.404
0.138,-0.089,1.024,0.610,2.136,13.123
0.131,-0.069,1.034,-3.357,-0.366,12.512
0.105,-0.059,1.066,-7.019,-2.869,13.000
0.095,-0.046,1.062,-8.057,-5.005,15.259
0.111,-0.066,1.047,-5.310,-5.554,18.921
0.116,-0.116,1.029,0.122,-4.150,21.240
0.127,-0.179,1.009,5.859,-2.136,20.874
0.133,-0.162,1.005,8.850,-0.366,17.944
0.122,-0.145,0.999,9.094,-0.854,16.174
0.120,-0.139,0.999,8.240,-2.563,17.883
0.113,-0.137,0.995,6.531,-3.540,19.531
0.126,-0.128,1.006,4.272,-3.357,20.020
0.147,-0.120,1.020,2.930,-2.136,17.944
0.154,-0.099,1.031,4.272,-0.366,13.977
0.145,-0.106,1.025,8.179,2.075,8.118
0.113,-0.121,1.032,10.132,3.784,2.991
0.103,-0.107,1.019,9.399,3.845,0.122
0.170,-0.072,0.987,10.315,2.930,-2.319
0.078,-0.167,1.014,9.949,2.991,-14.893
0.100,-0.202,1.026,22.949,6.226,-26.062
0.208,-0.135,0.989,27.222,6.042,-22.583
0.183,-0.122,0.972,13.855,0.488,-12.390
0.153,-0.132,0.951,5.066,-1.038,-7.507
0.153,-0.122,0.969,0.488,1.465,-8.118
0.127,-0.125,0.987,-3.479,2.136,-9.277
0.030,-0.034,0.978,-3.418,2.991,-9.766
0.080,-0.083,0.984,-5.920,3.479,-0.122
0.096,-0.158,0.990,-4.578,1.770,14.099
0.157,-0.205,1.018,0.916,2.625,15.015
0.139,-0.175,1.015,1.465,5.676,11.658
0.115,-0.158,0.980,4.639,11.780,6.775
0.178,-0.135,0.976,6.348,19.165,-0.671
0.187,-0.148,0.948,4.822,25.452,-3.601
0.112,-0.027,0.917,1.465,30.884,-3.296
0.145,-0.081,0.961,-8.728,34.180,5.920
0.177,-0.104,0.977,-19.165,31.921,11.780
0.217,-0.128,1.045,-23.132,32.166,10.071
0.197,-0.126,1.072,-18.311,31.799,5.188
0.159,-0.076,1.068,-10.681,29.236,-0.061
0.143,-0.022,1.042,-8.911,25.696,-0.183
0.147,-0.005,1.020,-13.977,21.973,6.714
0.166,-0.022,1.009,-20.142,19.287,15.686
0.229,-0.073,1.016,-23.926,17.639,21.118
0.285,-0.125,1.017,-20.691,16.785,18.250
0.281,-0.137,1.011,-13.306,17.212,7.690

0.817,-0.036,-0.464,-25.635,-13.733,21.301
0.968,-0.142,-0.517,-20.264,-11.353,26.489
0.968,-0.116,-0.501,-18.127,-13.000,26.062
0.917,-0.016,-0.468,-20.020,-15.686,17.883
0.930,-0.047,-0.448,-15.381,-9.766,9.583
0.886,-0.085,-0.486,-8.972,-3.784,0.671
0.852,-0.115,-0.500,-7.263,0.488,-6.897
0.838,-0.161,-0.517,-4.944,4.883,-11.353
0.795,-0.152,-0.619,-2.930,7.874,-15.564
0.733,-0.098,-0.687,-1.099,9.094,-19.897
0.693,-0.041,-0.768,1.831,3.662,-21.057
0.704,-0.044,-0.876,3.723,-5.981,-20.325
0.739,-0.064,-0.964,2.136,-17.090,-21.423
0.717,-0.075,-0.980,-3.113,-29.297,-24.414
0.683,-0.073,-1.033,-7.568,-43.457,-27.405
0.624,-0.088,-1.109,-9.949,-59.204,-28.198
0.532,-0.072,-1.210,-11.169,-74.646,-28.870
0.463,-0.060,-1.283,-11.536,-90.393,-27.527
0.436,-0.038,-1.299,-12.817,-110.596,-21.179
0.472,-0.044,-1.303,-10.376,-136.841,-13.123
0.448,-0.031,-1.342,-8.667,-171.265,-7.324
0.559,-0.004,-1.243,-4.700,-206.848,-4.272
0.536,0.052,-1.201,-2.747,-240.906,-2.747
0.551,0.116,-1.091,-4.333,-272.461,-3.662
0.573,0.176,-0.962,-8.118,-301.636,-5.188
0.599,0.218,-0.797,-9.949,-328.186,-7.324
0.622,0.214,-0.667,-8.118,-352.844,-12.207
0.657,0.206,-0.566,-5.127,-375.244,-21.484
0.684,0.193,-0.464,-2.625,-393.494,-34.180
0.666,0.209,-0.347,0.488,-410.217,-49.805
0.622,0.200,-0.259,2.136,-427.612,-67.444
0.550,0.154,-0.209,-1.038,-446.167,-84.106
0.462,0.091,-0.138,-10.376,-459.900,-99.304
0.336,0.034,0.015,-30.579,-466.003,-112.305
0.162,0.027,0.213,-66.711,-460.937,-122.009
0.001,0.023,0.359,-116.150,-441.772,-127.075
-0.081,0.035,0.609,-170.715,-410.950,-124.268
-0.100,0.137,0.980,-208.679,-375.427,-117.615
-0.110,0.189,1.277,-211.243,-342.712,-113.220
-0.128,0.180,1.432,-189.697,-317.139,-108.276
-0.178,0.176,1.524,-162.170,-299.561,-99.731
-0.195,0.139,1.574,-133.484,-279.907,-88.501
-0.226,0.091,1.607,-107.239,-255.127,-76.477
-0.244,0.048,1.602,-88.196,-227.478,-65.979
-0.305,0.065,1.630,-77.454,-201.538,-59.692
-0.377,0.070,1.689,-72.815,-178.528,-57.800
-0.434,0.024,1.714,-74.463,-159.851,-56.946
-0.424,-0.041,1.705,-83.923,-143.738,-52.307
-0.368,-0.099,1.681,-93.201,-125.916,-43.091
-0.304,-0.137,1.653,-93.933,-105.042,-30.396
-0.252,-0.109,1.632,-84.534,-86.121,-17.456
-0.209,-0.049,1.620,-66.223,-73.547,-6.470
-0.195,0.103,1.571,-41.931,-65.613,0.122
-0.148,0.031,1.527,-17.578,-63.354,12.390
-0.115,-0.019,1.400,-0.061,-73.242,18.311
-0.099,-0.021,1.256,10.498,-84.167,14.709
-0.095,-0.051,1.175,15.076,-87.891,11.353
-0.027,-0.074,1.758,4.028,-85.327,10.498
0.192,0.059,2.370,-23.865,-81.604,6.531
-0.061,0.086,2.179,-20.020,-64.819,-10.071
-0.230,0.031,1.589,-6.348,-14.526,-23.071
-0.190,0.016,1.191,7.507,39.490,-19.592
-0.136,-0.056,0.892,23.987,63.171,-1.953
-0.063,-0.171,0.662,26.672,52.612,21.362
0.000,-0.196,0.560,22.766,28.870,36.438
0.070,-0.224,0.516,13.611,5.188,45.898
0.140,-0.248,0.592,0.793,-8.972,51.331
0.176,-0.217,0.783,-8.240,-14.648,47.546
0.217,-0.119,0.997,-19.348,-17.334,39.124
0.288,-0.003,1.192,-31.006,-18.433,30.884
0.317,0.091,1.312,-38.635,-15.991,22.461
0.274,0.179,1.302,-39.795,-5.859,13.184
0.244,0.233,1.208,-33.875,12.085,4.272
0.238,0.226,1.087,-21.423,30.945,-1.770
0.258,0.161,0.990,-7.507,41.138,-3.235
0.252,0.089,0.921,4.333,37.354,-2.563
0.240,0.026,0.873,11.841,23.926,0.061
0.256,-0.027,0.877,13.794,9.460,3.479
0.270,-0.050,0.911,10.803,-2.197,6.104
0.274,-0.050,0.961,5.493,-8.179,6.775
0.277,-0.025,1.010,1.526,-8.484,5.066
0.269,0.009,1.042,-0.427,-5.981,2.991
0.252,0.036,1.041,-0.061,-3.540,1.709
0.240,0.050,1.022,2.869,-0.549,0.793
0.230,0.047,0.999,6.409,2.869,0.000
0.222,0.031,0.989,8.179,5.127,-1.099
0.215,0.012,0.992,7.568,5.371,-2.075
0.211,-0.005,0.987,5.615,4.211,-3.113
0.210,-0.011,0.976,2.197,2.502,-3.845
0.209,-0.009,0.994,-1.953,0.854,-5.310
0.204,-0.012,1.018,-3.235,-0.488,-6.775
0.184,-0.016,1.029,-2.136,-1.953,-7.629
0.168,-0.021,1.023,-0.366,-2.686,-7.080
0.156,-0.029,1.012,0.793,-2.136,-4.883
0.159,-0.036,1.006,0.916,-0.183,-2.686
0.170,-0.037,1.005,0.610,1.892,-0.366
0.178,-0.026,1.005,1.282,2.197,1.526
0.184,-0.012,1.010,2.197,1.587,3.174
0.191,-0.005,1.009,3.174,0.854,4.395
0.200,-0.003,1.013,3.540,0.854,5.310
0.210,-0.005,1.011,4.150,1.770,5.432
0.216,-0.014,0.998,4.272,3.235,5.127
0.223,-0.005,0.972,2.258,5.005,4.517
0.237,0.010,0.974,-1.465,6.958,3.357
0.243,0.016,0.995,-3.540,7.996,1.343
0.240,0.015,1.008,-3.113,7.263,-1.343
0.230,0.010,1.008,-2.197,5.737,-2.991
0.230,-0.004,1.003,-1.343,4.578,-3.418
0.238,-0.015,1.000,-1.343,4.211,-4.089
0.246,-0.021,0.991,-1.343,3.906,-5.371
0.245,-0.019,0.992,-0.244,3.052,-6.653
0.234,-0.015,1.000,0.671,0.061,-7.202
0.224,-0.016,1.005,1.709,-3.235,-6.653
0.219,-0.022,1.006,2.808,-5.249,-5.188
0.216,-0.026,1.006,3.662,-5.066,-3.601
0.215,-0.022,1.002,4.456,-3.357,-2.808
0.222,-0.015,1.001,5.066,-1.770,-1.831
0.226,-0.006,0.996,5.737,-0.854,-1.343
0.230,-0.008,0.989,6.104,-0.610,-1.221

0.846,-0.111,-0.475,-14.832,19.287,19.531
0.864,-0.132,-0.525,-17.517,19.592,23.010
0.830,-0.165,-0.627,-24.658,15.869,27.283
0.858,-0.175,-0.709,-30.151,8.240,28.442
0.838,-0.180,-0.729,-32.471,4.089,26.489
0.787,-0.176,-0.712,-27.710,-2.014,18.921
0.763,-0.216,-0.747,-19.714,-9.949,10.254
0.740,-0.251,-0.814,-13.123,-20.813,2.380
0.697,-0.253,-0.897,-11.169,-28.931,-5.981
0.681,-0.224,-0.957,-13.428,-35.217,-14.771
0.669,-0.172,-0.976,-20.691,-44.434,-21.851
0.626,-0.161,-1.000,-24.902,-56.213,-25.818
0.571,-0.199,-1.067,-27.039,-71.960,-26.550
0.552,-0.209,-1.103,-29.968,-86.853,-23.926
0.525,-0.215,-1.115,-30.029,-104.370,-20.264
0.494,-0.220,-1.142,-30.884,-123.657,-16.418
0.442,-0.222,-1.183,-30.334,-143.005,-11.475
0.413,-0.191,-1.202,-29.480,-163.757,-5.554
0.408,-0.164,-1.170,-26.367,-184.326,0.854
0.414,-0.139,-1.124,-19.470,-205.627,5.737
0.437,-0.081,-1.088,-11.108,-229.736,7.629
0.474,-0.035,-1.023,-5.493,-253.662,8.240
0.550,0.018,-0.911,-3.845,-278.748,6.958
0.588,0.071,-0.821,-1.343,-306.580,2.991
0.583,0.144,-0.662,2.136,-339.294,-4.211
0.670,0.121,-0.564,12.939,-374.756,-13.733
0.666,0.132,-0.484,26.428,-410.583,-25.757
0.638,0.089,-0.397,36.926,-445.435,-41.138
0.549,0.062,-0.256,37.964,-473.450,-61.584
0.387,0.049,-0.074,21.545,-493.469,-83.313
0.248,-0.010,0.263,-15.625,-500.244,-101.074
0.128,-0.011,0.543,-75.378,-493.896,-112.244
0.030,0.040,0.726,-141.296,-470.764,-117.126
-0.010,0.084,0.903,-189.575,-425.720,-116.943
-0.041,0.102,1.133,-207.886,-371.826,-114.441
-0.048,0.041,1.351,-195.496,-325.867,-112.549
