aX,aY,aZ,gX,gY,gZ
0.823,-0.431,-0.348,1.526,0.183,-5.066
0.825,-0.428,-0.341,2.014,0.610,-5.249
0.820,-0.449,-0.344,1.770,1.404,-4.822
0.804,-0.471,-0.349,0.183,3.357,-4.883
0.787,-0.492,-0.363,1.038,5.310,-4.883

0.170,0.104,0.956,-24.597,8.057,16.724
0.232,0.083,0.966,-22.278,11.047,12.573
0.191,0.077,0.997,-20.752,11.780,11.108
0.159,0.151,1.009,-23.682,7.751,6.348
0.152,0.155,1.029,-20.203,8.789,5.005
0.149,0.171,1.031,-16.602,10.071,5.676
0.147,0.207,1.118,-13.367,11.230,5.432
0.147,0.250,1.253,-3.235,12.939,5.127
0.166,0.283,1.324,16.663,18.555,3.662
0.199,0.270,1.224,39.734,27.344,-0.061
0.212,0.251,1.116,54.382,37.476,-6.531
0.222,0.225,1.079,59.265,45.654,-14.832
0.220,0.174,1.035,64.880,48.584,-21.667
0.224,0.153,1.011,69.824,45.532,-27.344
0.209,0.147,1.000,72.571,39.673,-31.799
0.227,-0.002,0.957,76.233,34.912,-34.668
0.101,0.174,1.018,65.613,25.208,-34.302
0.090,0.152,1.079,70.435,24.841,-31.616
0.049,0.152,1.163,80.872,26.978,-25.391
0.064,0.192,1.243,81.177,21.667,-17.639
0.091,0.170,1.340,85.449,16.846,-10.193
0.130,0.133,1.466,89.905,19.348,-4.883
0.164,0.094,1.532,89.722,33.264,-5.554
0.135,0.044,1.528,87.524,54.626,-11.047
0.086,-0.013,1.544,84.961,79.346,-15.625
0.050,-0.090,1.431,80.383,101.990,-14.404
0.089,-0.116,1.458,76.416,126.282,-8.118
0.141,-0.097,1.480,72.876,145.447,-3.174
0.180,-0.073,1.415,69.336,157.227,0.061
0.241,-0.081,1.357,71.899,167.786,0.671
0.280,-0.095,1.284,74.768,172.058,0.244
0.305,-0.081,1.237,76.904,171.448,-1.160
0.336,-0.049,1.199,78.552,169.006,-4.700
0.355,-0.046,1.150,79.102,166.443,-10.193
0.363,-0.053,1.119,80.017,164.001,-14.343
0.380,-0.075,1.068,80.688,162.537,-18.066
0.364,-0.129,1.004,84.839,160.278,-20.691
0.365,-0.166,0.970,88.501,155.640,-21.118
0.388,-0.130,0.976,86.792,149.536,-20.264
0.434,-0.085,0.992,86.182,145.203,-20.447
0.477,-0.097,0.985,89.294,141.541,-22.400
0.496,-0.113,0.968,92.651,135.071,-25.269
0.495,-0.122,0.972,95.215,128.357,-28.931
0.508,-0.116,0.974,96.130,125.366,-32.715
0.520,-0.152,0.935,98.633,125.977,-36.194
0.497,-0.227,0.893,101.868,127.136,-39.001
0.594,-0.425,0.826,102.173,130.066,-40.527
0.527,-0.382,0.874,108.398,138.000,-50.476
0.487,-0.315,0.859,110.352,141.907,-61.584
0.512,-0.232,0.772,101.379,137.634,-58.167
0.516,-0.235,0.674,100.159,135.376,-47.058
0.536,-0.280,0.621,99.976,137.817,-38.330
0.544,-0.327,0.571,96.802,138.794,-31.311
0.544,-0.333,0.547,94.482,139.099,-24.414
0.649,-0.242,0.553,90.942,142.883,-21.851
0.689,-0.253,0.511,92.163,145.081,-23.071
0.665,-0.331,0.425,94.177,144.287,-24.475
0.616,-0.413,0.354,93.872,143.494,-26.001
0.584,-0.457,0.306,94.055,144.226,-25.391
0.572,-0.470,0.238,94.849,145.508,-20.935
0.588,-0.452,0.181,92.468,147.095,-14.221
0.643,-0.421,0.142,89.844,147.583,-6.592
0.694,-0.423,0.104,89.111,144.836,-2.441
0.723,-0.443,0.066,89.111,140.320,-2.380
0.708,-0.408,0.046,91.431,135.986,-6.104
0.698,-0.385,-0.003,93.445,129.822,-9.583
0.684,-0.381,-0.069,94.727,122.253,-9.155
0.685,-0.375,-0.112,94.421,115.417,-7.507
0.666,-0.404,-0.169,92.896,109.558,-5.310
0.645,-0.438,-0.225,91.064,106.445,-3.418
0.653,-0.409,-0.247,88.013,107.056,-3.174
0.659,-0.384,-0.263,84.290,108.093,-3.052
0.658,-0.391,-0.278,78.491,108.154,-1.892
0.667,-0.417,-0.286,73.608,107.483,-0.183
0.671,-0.442,-0.298,70.801,105.530,0.732
0.674,-0.451,-0.321,67.505,101.807,0.854
0.674,-0.441,-0.338,64.636,97.290,1.038
0.677,-0.441,-0.357,63.477,92.285,1.343
0.674,-0.444,-0.387,61.707,87.097,1.648
0.672,-0.442,-0.413,59.570,82.336,2.014
0.678,-0.446,-0.435,56.885,77.637,2.014
0.681,-0.450,-0.445,52.124,72.571,1.709
0.673,-0.464,-0.450,46.509,67.444,1.099
0.658,-0.480,-0.452,40.894,63.782,0.488
0.639,-0.493,-0.495,36.743,61.157,0.366
0.629,-0.549,-0.526,31.799,57.495,1.282
0.615,-0.504,-0.529,16.663,55.298,5.615
0.656,-0.529,-0.467,12.939,52.612,8.667
0.690,-0.522,-0.433,12.695,47.302,8.911
0.703,-0.509,-0.431,13.550,38.818,7.568
0.729,-0.533,-0.395,18.616,28.442,4.761
0.697,-0.515,-0.467,20.935,18.494,3.662
0.717,-0.522,-0.453,22.522,10.742,2.991
0.722,-0.516,-0.460,20.691,6.531,4.639
0.740,-0.521,-0.474,21.606,3.784,6.226
0.756,-0.522,-0.467,20.264,1.953,7.263
0.769,-0.507,-0.469,16.541,0.549,8.179
0.794,-0.492,-0.457,15.381,0.427,8.240
0.807,-0.485,-0.454,12.939,1.404,8.606
0.818,-0.493,-0.449,9.583,3.723,8.789
0.839,-0.490,-0.436,6.226,6.714,8.484
0.860,-0.490,-0.431,4.456,7.996,7.812
0.872,-0.491,-0.421,3.052,7.324,6.775
0.890,-0.482,-0.397,1.343,5.066,6.042
0.908,-0.476,-0.372,0.793,1.221,5.005
0.923,-0.469,-0.351,1.221,-2.747,3.357
0.924,-0.469,-0.336,2.686,-6.226,0.977
0.908,-0.475,-0.325,4.517,-9.460,-1.404
0.888,-0.474,-0.309,4.578,-10.803,-2.808
0.866,-0.487,-0.306,3.845,-9.277,-3.174
0.847,-0.512,-0.314,2.869,-5.920,-3.113
0.832,-0.525,-0.313,0.122,-2.014,-2.747
0.821,-0.531,-0.303,-2.747,2.136,-1.953
0.831,-0.510,-0.276,-4.395,5.981,-1.221
0.863,-0.485,-0.253,-4.822,7.568,-1.038
0.870,-0.493,-0.267,-2.625,6.165,-2.319
0.846,-0.516,-0.284,-1.160,3.479,-4.578
0.816,-0.529,-0.295,-0.549,1.221,-6.714
0.806,-0.525,-0.277,-0.305,0.427,-6.714

-0.118,0.272,1.025,7.080,-8.240,-0.122
-0.031,0.178,1.016,14.465,-1.343,2.808
0.021,0.060,1.005,12.878,1.709,6.836
0.002,0.122,0.983,2.563,-1.648,1.648
0.004,0.131,0.966,2.136,-1.709,-1.892
0.031,0.115,0.985,1.404,-3.235,-0.977
0.038,0.144,1.033,2.075,-3.967,-2.197
0.043,0.169,1.111,5.371,-3.540,-4.395
0.037,0.189,1.186,15.198,0.488,-6.165
0.032,0.223,1.242,28.320,8.362,-8.972
0.036,0.221,1.254,44.006,20.386,-13.245
0.005,0.211,1.191,61.707,35.278,-19.226
-0.036,0.177,1.104,72.815,49.744,-23.987
-0.060,0.110,1.048,78.125,59.814,-25.757
-0.083,0.046,0.996,81.726,61.035,-22.522
-0.088,0.051,1.016,84.412,51.453,-15.076
-0.071,0.055,1.137,87.036,36.560,-6.836
-0.074,0.093,1.330,90.515,23.987,-1.221
-0.050,0.054,1.422,96.252,19.409,1.831
-0.135,0.097,1.574,97.778,18.799,2.625
-0.172,0.087,1.625,106.812,29.846,0.732
-0.213,0.071,1.662,113.770,51.453,1.221
-0.215,0.033,1.643,105.164,74.585,5.798
-0.171,0.052,1.706,97.717,105.469,10.010
-0.151,0.024,1.675,93.323,131.958,11.963
-0.080,0.054,1.630,92.712,154.663,11.230
-0.041,0.070,1.614,92.896,170.593,10.742
0.004,0.063,1.577,98.572,178.589,8.728
0.043,0.040,1.529,107.361,180.298,6.714
0.067,0.011,1.446,115.662,176.880,6.531
0.077,-0.026,1.355,124.023,172.180,7.202
0.066,-0.055,1.301,130.920,166.687,7.507
0.085,-0.039,1.253,133.911,161.743,7.141
0.118,-0.045,1.176,135.864,158.508,7.446
0.147,-0.082,1.108,137.146,157.227,7.874
0.172,-0.125,1.038,135.437,157.898,7.141
0.212,-0.149,0.984,133.423,159.485,6.653
0.261,-0.192,0.907,130.432,160.522,6.531
0.290,-0.249,0.852,127.319,158.875,6.226
0.309,-0.262,0.849,122.437,155.823,5.493
0.321,-0.274,0.832,118.958,151.672,4.578
0.342,-0.291,0.790,117.798,144.897,5.005
0.355,-0.294,0.756,116.028,138.916,7.019
0.386,-0.259,0.759,114.075,135.620,8.179
0.432,-0.229,0.724,112.000,134.338,7.202
0.460,-0.239,0.660,110.901,133.240,5.249
0.472,-0.288,0.593,109.253,134.033,2.869
0.534,-0.420,0.504,108.276,139.282,-0.732
0.437,-0.373,0.540,110.535,148.804,-9.094
0.414,-0.333,0.483,106.262,150.452,-11.963
0.391,-0.374,0.415,100.769,146.973,-5.249
0.439,-0.387,0.390,95.337,144.714,1.465
0.480,-0.359,0.358,91.858,141.907,6.470
0.484,-0.365,0.312,94.421,136.902,13.123
0.522,-0.351,0.288,94.666,130.005,15.747
0.538,-0.359,0.256,91.736,124.512,15.198
0.527,-0.397,0.211,89.233,123.596,15.076
0.520,-0.440,0.154,87.219,126.709,14.648
0.502,-0.478,0.094,83.862,130.310,15.198
0.492,-0.505,0.049,79.102,134.216,18.494
0.513,-0.500,0.035,74.524,138.062,24.292
0.561,-0.465,0.022,70.251,139.343,30.029
0.615,-0.423,0.008,68.237,136.841,34.790
0.678,-0.379,-0.002,66.895,131.775,36.804
0.728,-0.353,-0.015,66.895,125.122,35.645
0.752,-0.355,-0.050,67.383,118.042,31.921
0.739,-0.393,-0.110,68.420,110.474,27.466
0.719,-0.409,-0.153,67.444,105.774,23.376
0.722,-0.496,-0.201,63.171,106.812,20.874
0.692,-0.476,-0.190,61.768,114.319,14.954
0.707,-0.391,-0.189,54.871,121.399,9.949
0.710,-0.373,-0.211,42.725,125.061,11.658
0.734,-0.359,-0.212,34.729,128.662,15.564
0.787,-0.324,-0.199,27.832,129.028,17.517
0.832,-0.314,-0.210,23.865,125.122,17.822
0.855,-0.321,-0.228,22.949,120.483,15.930
0.862,-0.341,-0.229,25.940,115.601,11.475
0.858,-0.357,-0.227,29.907,108.582,6.165
0.835,-0.370,-0.252,32.166,99.915,1.953
0.827,-0.393,-0.264,32.349,92.651,-0.366
0.823,-0.421,-0.279,29.846,86.731,-1.160
0.818,-0.454,-0.299,26.489,81.055,-0.305
0.837,-0.488,-0.320,25.269,76.599,0.549
0.865,-0.510,-0.339,26.184,72.449,0.732
0.881,-0.522,-0.357,26.917,65.918,-0.366
0.887,-0.523,-0.371,26.611,57.373,-2.014
0.888,-0.521,-0.388,26.855,48.645,-2.991
0.873,-0.511,-0.432,26.855,40.649,-3.479
0.844,-0.522,-0.533,23.254,32.776,-3.845
0.827,-0.515,-0.511,8.240,29.175,-2.197
0.830,-0.534,-0.454,-3.906,30.701,0.366
0.823,-0.544,-0.425,-7.080,35.095,0.427
0.807,-0.543,-0.428,-8.057,38.757,-0.854
0.886,-0.527,-0.250,-8.484,39.063,-2.686
0.811,-0.516,-0.411,-5.127,37.964,-3.601
0.851,-0.515,-0.419,-1.465,33.752,-4.456
0.869,-0.512,-0.389,-4.639,28.687,-0.916
0.926,-0.515,-0.282,-3.784,23.560,1.160
0.881,-0.533,-0.347,10.132,14.038,-1.648
0.855,-0.513,-0.374,20.508,2.197,-4.578
0.818,-0.503,-0.412,19.897,-7.141,-2.197
0.809,-0.514,-0.436,14.832,-12.878,2.014
0.799,-0.529,-0.438,6.592,-11.963,5.981
0.815,-0.522,-0.389,-0.732,-6.104,7.446
0.836,-0.507,-0.341,-5.554,0.916,6.531
0.869,-0.495,-0.294,-9.277,6.287,3.967
0.887,-0.487,-0.260,-12.329,9.460,0.244
0.888,-0.496,-0.244,-12.146,10.193,-3.235
0.877,-0.517,-0.242,-10.010,9.338,-6.287
0.850,-0.530,-0.235,-8.850,7.629,-8.728
0.825,-0.538,-0.222,-7.751,5.005,-9.033
0.801,-0.552,-0.216,-5.676,1.282,-6.775
0.779,-0.561,-0.216,-3.479,-2.441,-3.662
0.766,-0.562,-0.209,-1.587,-4.578,-0.427
0.766,-0.549,-0.210,-0.305,-5.676,2.686
0.780,-0.528,-0.215,-0.122,-4.578,5.127
0.811,-0.508,-0.218,0.183,-2.014,6.226
0.846,-0.495,-0.232,0.916,0.732,5.432
0.876,-0.488,-0.250,2.380,1.404,3.174

0.159,0.342,0.873,-21.667,0.671,1.526
0.111,0.385,0.866,-24.414,4.578,0.488
0.164,0.380,0.963,-20.935,7.751,2.441
0.178,0.374,0.936,-21.545,1.831,2.625
0.149,0.415,0.925,-15.991,-0.671,-1.221
0.134,0.407,0.922,-12.390,-1.099,-2.319
0.109,0.383,0.972,-10.437,0.000,-0.916
0.099,0.443,1.113,-7.935,4.028,1.160
0.149,0.489,1.202,2.075,10.864,2.869
0.185,0.573,1.255,19.592,22.461,-1.282
0.224,0.626,1.243,39.124,34.363,-12.695
0.211,0.562,1.133,59.692,43.579,-27.344
0.192,0.473,0.981,75.439,47.424,-39.612
0.118,0.357,0.913,84.778,46.814,-44.983
0.063,0.306,0.890,98.022,43.701,-45.349
0.039,0.265,0.956,106.445,37.903,-41.077
0.048,0.253,1.090,113.708,35.400,-36.377
0.046,0.349,1.282,118.225,35.095,-34.485
0.074,0.330,1.487,125.244,41.626,-39.368
0.105,0.485,1.604,134.399,57.068,-55.298
0.033,0.619,1.671,127.380,70.801,-67.322
0.008,0.653,1.817,118.347,90.637,-63.965
0.019,0.575,1.858,116.943,114.197,-56.763
0.052,0.456,1.819,115.295,131.958,-48.706
0.097,0.430,1.780,112.549,146.301,-42.603
0.140,0.450,1.698,117.004,159.973,-41.626
0.183,0.422,1.615,128.357,171.692,-42.358
0.207,0.381,1.510,139.893,177.979,-43.457
0.212,0.307,1.376,151.062,179.260,-47.058
0.197,0.214,1.240,155.273,176.331,-50.415
0.183,0.121,1.166,151.672,174.194,-50.903
0.169,0.091,1.164,146.118,173.706,-49.194
0.204,0.146,1.185,142.395,176.636,-47.241
0.234,0.162,1.137,145.020,181.824,-46.204
0.298,0.146,1.059,148.315,186.279,-44.678
0.357,0.093,0.960,149.109,188.477,-44.312
0.412,0.029,0.883,145.569,185.852,-45.410
0.454,-0.027,0.820,136.475,181.519,-47.180
0.487,-0.067,0.778,124.329,177.856,-49.438
0.509,-0.098,0.745,114.197,177.612,-53.345
0.509,-0.125,0.733,108.337,179.138,-57.922
0.509,-0.153,0.709,105.591,180.481,-61.768
0.499,-0.192,0.673,104.675,179.138,-62.683
0.517,-0.209,0.627,103.455,174.866,-59.204
0.530,-0.216,0.584,102.905,167.358,-53.528
0.553,-0.198,0.545,102.478,158.875,-49.255
0.579,-0.199,0.485,102.783,152.161,-47.668
0.574,-0.215,0.415,103.149,148.315,-46.875
0.568,-0.214,0.379,102.539,147.217,-47.241
0.566,-0.227,0.347,101.685,148.560,-47.424
0.556,-0.265,0.298,101.685,148.560,-45.776
0.540,-0.314,0.232,100.220,146.240,-43.091
0.545,-0.343,0.189,98.816,141.846,-39.673
0.550,-0.343,0.170,99.365,136.414,-36.987
0.556,-0.364,0.118,101.501,131.348,-34.912
0.526,-0.403,0.054,102.051,126.465,-32.288
0.518,-0.421,0.025,98.511,124.207,-28.870
0.520,-0.434,-0.015,94.055,125.061,-24.841
0.511,-0.455,-0.073,91.431,126.404,-20.020
0.520,-0.464,-0.118,87.280,127.075,-14.709
0.550,-0.456,-0.145,82.153,127.075,-9.766
0.573,-0.439,-0.148,78.369,125.916,-5.798
0.610,-0.421,-0.154,75.439,123.779,-4.028
0.614,-0.428,-0.180,72.388,120.544,-3.296
0.614,-0.426,-0.207,70.129,116.394,-2.075
0.639,-0.414,-0.237,67.932,112.976,-0.488
0.654,-0.407,-0.281,66.284,110.046,0.916
0.655,-0.409,-0.312,63.721,107.178,1.953
0.665,-0.410,-0.345,59.021,105.408,1.831
0.666,-0.420,-0.388,55.115,105.408,1.099
0.714,-0.551,-0.416,52.246,105.957,-0.305
0.719,-0.543,-0.377,57.007,107.727,-8.301
0.687,-0.404,-0.358,64.697,109.070,-22.217
0.713,-0.335,-0.381,54.321,103.882,-23.560
0.719,-0.344,-0.415,40.955,98.816,-18.250
0.728,-0.417,-0.458,34.851,94.360,-11.169
0.780,-0.474,-0.488,28.809,88.257,-6.592
0.818,-0.498,-0.493,23.682,79.712,-6.775
0.812,-0.509,-0.467,22.888,70.190,-10.132
0.790,-0.519,-0.446,24.414,60.059,-13.000
0.774,-0.520,-0.428,27.466,49.316,-13.672
0.759,-0.516,-0.426,30.029,39.795,-12.878
0.749,-0.522,-0.437,29.541,33.691,-10.986
0.754,-0.523,-0.431,26.367,31.067,-8.850
0.717,-0.519,-0.534,20.508,31.189,-7.507
0.733,-0.531,-0.507,16.785,32.349,-6.958
0.733,-0.526,-0.482,9.644,35.339,-3.967
0.740,-0.539,-0.488,6.775,35.828,-2.075
0.750,-0.539,-0.477,6.409,33.325,-1.404
0.750,-0.540,-0.479,6.409,29.236,-1.038
0.751,-0.546,-0.482,5.981,24.780,-0.122
0.760,-0.557,-0.492,3.967,20.996,0.977
0.778,-0.560,-0.484,1.709,17.822,2.136
0.786,-0.562,-0.462,0.305,13.855,3.113
0.792,-0.554,-0.417,0.183,8.911,3.662
0.814,-0.522,-0.368,0.305,3.967,4.028
0.836,-0.509,-0.355,2.258,-1.282,3.784
0.844,-0.506,-0.352,2.991,-5.432,2.869
0.838,-0.521,-0.345,3.235,-8.606,1.587
0.824,-0.527,-0.322,4.150,-10.254,1.160
0.830,-0.507,-0.285,4.395,-9.155,1.465
0.837,-0.512,-0.277,4.944,-7.202,2.197
0.831,-0.532,-0.281,3.601,-4.150,2.380
0.832,-0.533,-0.274,1.038,-0.977,2.197
0.847,-0.518,-0.261,-0.549,2.991,2.075
0.851,-0.520,-0.255,-0.061,5.432,2.075
0.858,-0.518,-0.252,0.793,6.042,2.075
0.858,-0.536,-0.281,2.319,4.456,1.709
0.838,-0.552,-0.313,3.235,2.380,0.977
0.826,-0.531,-0.307,2.380,0.977,0.488
0.831,-0.507,-0.296,2.075,1.160,0.183
0.822,-0.512,-0.296,2.808,1.282,0.061
0.811,-0.521,-0.301,2.258,1.770,0.122
0.809,-0.531,-0.316,0.488,2.441,-0.122
0.799,-0.539,-0.327,-0.793,3.784,-0.366
0.788,-0.542,-0.321,-1.160,5.310,-0.549
0.803,-0.514,-0.288,-1.831,6.653,-0.183
0.813,-0.505,-0.274,-1.648,5.920,0.061
0.805,-0.527,-0.287,-0.427,3.662,0.488

