aX,aY,aZ,gX,gY,gZ
0.875,-0.513,-0.157,-4.272,7.996,-2.686
0.875,-0.519,-0.174,-2.930,6.409,-3.174
0.866,-0.516,-0.186,-1.465,3.357,-3.540
0.853,-0.510,-0.189,-0.244,-0.122,-4.028

-0.033,0.012,0.969,-25.146,-16.479,21.301
-0.033,-0.014,0.982,-20.020,-8.728,17.578
-0.014,0.040,1.086,-17.334,-1.709,15.686
-0.040,0.044,1.073,-22.400,-4.150,14.343
-0.034,0.068,1.063,-16.968,-4.150,11.047
-0.029,0.086,1.047,-11.353,-3.235,8.606
-0.015,0.085,1.057,-5.066,-1.282,4.944
-0.024,0.105,1.035,-0.488,-0.732,-0.610
-0.037,0.111,1.024,1.953,-0.122,-4.150
-0.042,0.095,1.050,5.798,2.808,-6.042
-0.048,0.076,1.076,12.024,8.423,-9.399
-0.065,0.050,1.088,18.311,16.235,-13.733
-0.059,0.031,1.086,24.658,26.672,-17.578
-0.054,0.052,1.042,29.663,36.255,-21.240
-0.056,0.078,0.993,30.640,41.626,-23.804
-0.016,0.053,0.996,27.893,40.100,-25.574
-0.031,0.098,0.998,20.630,35.950,-27.832
-0.033,0.086,1.128,20.142,36.743,-27.832
-0.077,0.129,1.109,14.893,32.776,-32.410
-0.082,0.111,1.183,26.489,40.405,-36.987
-0.125,0.077,1.268,31.616,47.302,-33.997
-0.170,0.061,1.381,37.537,50.415,-28.687
-0.187,0.085,1.495,45.532,52.368,-23.071
-0.175,0.119,1.564,54.016,54.749,-16.479
-0.154,0.128,1.585,61.707,57.251,-7.446
-0.148,0.154,1.571,68.176,60.303,0.366
-0.112,0.185,1.601,72.021,66.650,5.859
-0.078,0.175,1.617,80.566,78.613,8.301
-0.088,0.139,1.615,91.125,92.102,6.592
-0.114,0.115,1.624,97.046,103.821,2.319
-0.123,0.120,1.685,102.234,115.417,-1.831
-0.115,0.120,1.745,112.366,128.113,-5.127
-0.127,0.114,1.717,125.610,139.465,-8.972
-0.119,0.058,1.641,135.010,148.376,-8.179
-0.084,0.015,1.628,143.188,160.034,-5.127
-0.058,0.008,1.560,151.245,167.114,-4.395
-0.028,-0.007,1.446,156.982,170.166,-3.723
0.003,-0.053,1.341,156.982,170.471,-1.587
0.034,-0.083,1.266,155.273,168.091,2.075
0.083,-0.114,1.212,155.884,165.771,4.028
0.101,-0.174,1.143,158.569,162.231,5.554
0.106,-0.210,1.106,158.142,156.616,8.179
0.159,-0.206,1.086,157.898,153.809,10.254
0.191,-0.222,1.005,160.339,154.480,10.437
0.200,-0.251,0.887,158.569,155.518,11.353
0.209,-0.286,0.779,150.330,155.396,13.672
0.242,-0.297,0.708,137.878,156.433,16.235
0.288,-0.300,0.662,126.038,160.828,17.456
0.344,-0.286,0.636,117.249,166.626,17.761
0.377,-0.281,0.608,112.122,173.340,16.235
0.395,-0.287,0.580,108.765,179.260,13.550
0.399,-0.306,0.550,105.225,183.960,11.414
0.402,-0.335,0.496,100.525,187.317,11.963
0.402,-0.370,0.402,94.543,188.965,15.076
0.406,-0.391,0.317,86.060,187.439,20.386
0.441,-0.390,0.261,76.599,186.096,25.574
0.484,-0.382,0.214,70.374,186.279,29.358
0.521,-0.363,0.189,66.895,186.890,30.884
0.579,-0.313,0.189,63.049,189.026,28.198
0.598,-0.312,0.177,61.707,190.735,22.583
0.606,-0.328,0.172,61.340,190.857,17.883
0.599,-0.356,0.149,62.500,189.697,14.648
0.581,-0.399,0.092,66.711,186.279,12.451
0.573,-0.426,0.034,67.627,179.138,12.695
0.583,-0.438,-0.026,65.979,171.021,14.343
0.591,-0.445,-0.093,64.758,162.903,17.395
0.614,-0.417,-0.134,61.096,156.555,20.264
0.655,-0.390,-0.167,57.373,152.405,21.362
0.677,-0.381,-0.200,55.542,148.926,20.142
0.700,-0.358,-0.202,51.697,145.996,17.334
0.721,-0.362,-0.191,48.645,142.883,13.306
0.719,-0.397,-0.199,48.035,138.550,9.460
0.751,-0.453,-0.200,47.791,132.935,5.737
0.771,-0.518,-0.182,52.185,127.991,-1.892
0.676,-0.464,-0.208,65.491,124.329,-14.465
0.661,-0.435,-0.256,66.589,115.845,-17.151
0.651,-0.452,-0.322,62.561,102.966,-11.230
0.656,-0.463,-0.361,53.772,91.675,-4.700
0.666,-0.461,-0.366,41.992,84.229,-0.427
0.687,-0.451,-0.364,32.227,81.909,1.770
0.704,-0.441,-0.359,26.855,83.862,2.991
0.725,-0.450,-0.346,26.367,85.571,3.296
0.750,-0.432,-0.455,26.855,83.313,2.136
0.782,-0.468,-0.466,24.353,76.416,-0.183
0.788,-0.472,-0.435,12.329,65.918,-0.793
0.798,-0.495,-0.384,9.521,53.345,-1.160
0.810,-0.550,-0.346,17.700,40.466,-4.211
0.794,-0.533,-0.358,24.475,26.611,-9.155
0.770,-0.521,-0.337,30.029,15.869,-12.939
0.756,-0.528,-0.288,28.625,7.874,-13.733
0.727,-0.513,-0.297,24.353,3.784,-12.573
0.724,-0.513,-0.346,20.569,4.578,-10.254
0.745,-0.540,-0.375,15.381,7.874,-5.859
0.766,-0.616,-0.334,9.583,11.841,-0.977
0.790,-0.515,-0.382,2.197,10.864,1.038
0.827,-0.546,-0.359,7.263,8.606,0.671
0.838,-0.545,-0.360,5.310,5.859,1.343
0.837,-0.550,-0.356,3.906,2.014,0.732
0.839,-0.549,-0.335,4.272,0.305,-0.793
0.835,-0.548,-0.301,3.723,-0.122,-2.197
0.881,-0.725,-0.096,0.122,-0.305,-2.563
0.845,-0.513,-0.143,-13.611,-8.118,-3.418
0.828,-0.531,-0.221,8.057,-16.357,-5.981
0.878,-0.591,-0.242,28.625,-10.498,-6.775
0.879,-0.567,-0.286,28.015,-4.272,-7.385
0.867,-0.578,-0.308,29.846,-1.404,-8.728
0.840,-0.558,-0.295,21.790,-0.977,-8.057
0.836,-0.521,-0.277,5.554,-3.601,-3.906
0.841,-0.528,-0.266,-4.089,-7.019,1.953
0.864,-0.544,-0.238,-1.709,-5.859,4.211
0.880,-0.546,-0.231,4.944,-2.197,2.014
0.874,-0.520,-0.239,7.263,0.305,-1.648
0.873,-0.494,-0.232,3.357,1.526,-3.479
0.870,-0.499,-0.227,-0.977,1.404,-3.662
0.876,-0.515,-0.201,-2.991,1.831,-3.479
0.868,-0.537,-0.195,-1.221,3.845,-4.639
0.844,-0.560,-0.218,3.052,6.409,-6.104
0.814,-0.566,-0.243,4.272,7.263,-6.226
0.793,-0.564,-0.257,2.808,5.615,-4.395

0.070,0.084,0.921,-21.851,-17.395,25.635
0.109,0.011,0.898,-15.808,-11.108,14.771
0.109,0.052,0.988,-18.250,-2.930,8.911
0.068,0.095,1.005,-26.001,-4.944,0.305
0.015,0.148,1.027,-21.667,-5.676,-6.714
-0.060,0.190,1.030,-20.569,-7.874,-6.470
-0.082,0.199,1.097,-21.606,-11.108,0.122
-0.029,0.150,1.098,-25.696,-17.761,11.414
-0.026,0.104,1.222,-8.118,-11.658,21.240
-0.000,0.208,1.382,17.273,-1.831,14.343
0.046,0.291,1.440,46.997,7.935,0.061
-0.006,0.285,1.245,67.871,19.775,-15.076
-0.112,0.125,1.006,90.698,46.997,-27.039
-0.124,-0.048,0.828,93.201,64.087,-38.452
-0.285,-0.038,0.979,92.285,72.693,-36.804
-0.203,-0.016,1.298,91.675,79.285,-21.118
-0.171,0.052,1.656,89.600,81.421,-9.155
-0.102,0.088,1.860,99.976,81.116,-6.165
-0.137,0.130,1.902,114.685,81.787,-6.653
-0.157,0.082,1.837,125.671,89.844,-4.883
-0.126,0.003,1.777,120.911,101.563,-4.761
-0.102,0.074,1.648,111.877,119.385,-4.272
-0.019,0.049,1.744,115.417,154.907,-6.470
0.002,-0.010,1.700,110.596,172.607,-7.568
0.019,-0.054,1.548,106.689,175.720,-9.033
0.077,-0.048,1.456,107.910,179.565,-11.902
0.119,-0.059,1.362,110.413,182.312,-14.221
0.115,-0.056,1.336,112.061,182.068,-15.015
0.109,-0.044,1.339,114.807,176.208,-14.771
0.131,-0.049,1.186,119.934,163.086,-12.390
0.251,-0.064,1.180,124.390,150.696,-8.667
0.290,-0.028,1.130,132.874,138.611,-9.827
0.289,-0.059,0.995,144.470,122.314,-11.841
0.299,-0.150,0.874,148.987,107.056,-11.719
0.290,-0.213,0.846,148.743,96.069,-12.634
0.280,-0.239,0.846,147.827,93.811,-15.991
0.261,-0.291,0.818,146.423,97.595,-19.409
0.250,-0.330,0.788,141.785,103.394,-20.996
0.238,-0.354,0.754,137.024,110.596,-21.912
0.222,-0.343,0.759,131.165,117.188,-19.714
0.249,-0.295,0.807,123.352,123.047,-14.099
0.295,-0.293,0.787,117.004,128.784,-8.484
0.314,-0.360,0.705,110.596,131.958,-2.686
0.318,-0.406,0.633,102.112,132.629,4.700
0.328,-0.420,0.584,96.191,132.996,11.475
0.352,-0.429,0.552,94.849,133.118,16.479
0.380,-0.423,0.530,93.689,132.874,20.569
0.418,-0.392,0.532,93.689,131.226,23.499
0.464,-0.393,0.484,96.191,129.150,24.170
0.471,-0.424,0.411,99.060,125.732,23.743
0.488,-0.414,0.389,96.252,121.948,23.437
0.507,-0.419,0.356,91.003,120.728,22.034
0.507,-0.463,0.305,86.243,121.277,21.790
0.509,-0.492,0.249,80.261,124.451,23.987
0.531,-0.488,0.213,73.914,128.906,27.222
0.548,-0.480,0.184,69.458,132.202,30.273
0.597,-0.440,0.201,68.054,132.507,33.020
0.658,-0.407,0.205,68.909,129.272,34.363
0.693,-0.403,0.183,73.486,121.277,33.264
0.720,-0.396,0.156,76.477,109.924,30.273
0.739,-0.393,0.144,77.881,96.924,26.489
0.753,-0.393,0.133,79.895,85.205,22.339
0.747,-0.435,0.073,83.374,76.599,17.822
0.710,-0.481,-0.003,85.022,70.496,14.709
0.667,-0.509,-0.058,82.275,67.871,13.611
0.640,-0.522,-0.089,74.524,70.557,15.076
0.634,-0.514,-0.100,62.805,78.186,19.226
0.662,-0.501,-0.089,50.049,87.769,23.071
0.706,-0.480,-0.043,39.429,95.093,25.085
0.748,-0.462,0.023,35.583,96.069,23.804
0.790,-0.441,0.071,37.598,91.675,19.653
0.790,-0.456,0.059,45.166,82.825,13.916
0.772,-0.474,0.028,53.223,72.144,9.033
0.754,-0.492,-0.007,57.190,62.378,5.615
0.732,-0.519,-0.051,58.838,55.603,4.150
0.729,-0.536,-0.065,58.838,52.246,4.639
0.747,-0.531,-0.044,56.152,50.842,5.432
0.756,-0.527,-0.036,52.429,49.744,6.348
0.768,-0.524,-0.013,48.218,49.683,7.568
0.776,-0.527,0.000,43.152,51.208,7.874
0.765,-0.536,0.001,38.696,54.199,7.507
0.760,-0.525,-0.008,36.865,58.289,7.996
0.768,-0.519,-0.035,38.452,61.768,8.667
0.784,-0.520,-0.065,41.138,63.843,10.559
0.809,-0.498,-0.105,43.396,63.354,13.367
0.827,-0.485,-0.159,44.922,60.059,14.465
0.838,-0.479,-0.197,44.312,55.908,14.709
0.842,-0.468,-0.225,41.199,52.307,15.137
0.848,-0.468,-0.252,36.926,50.354,15.320
0.850,-0.470,-0.281,32.043,50.720,15.564
0.861,-0.465,-0.310,26.733,52.856,15.259
0.875,-0.486,-0.354,20.935,54.565,14.343
0.866,-0.473,-0.435,11.047,55.237,12.878
0.874,-0.475,-0.420,1.770,57.007,11.719
0.885,-0.496,-0.368,-1.831,58.350,9.583
0.888,-0.474,-0.345,-4.639,55.664,6.531
0.872,-0.479,-0.338,-3.845,48.462,3.357
0.869,-0.468,-0.329,-1.648,39.246,0.061
0.870,-0.456,-0.329,-2.808,30.273,-1.770
0.876,-0.466,-0.328,-3.784,23.682,-2.380
0.878,-0.486,-0.314,-2.319,19.714,-2.686
0.881,-0.505,-0.312,1.038,16.663,-3.174
0.871,-0.539,-0.293,6.104,12.390,-3.723
0.849,-0.553,-0.274,9.155,7.446,-4.944
0.839,-0.552,-0.239,7.874,3.296,-6.165
0.822,-0.558,-0.230,4.639,1.282,-6.836
0.794,-0.580,-0.220,0.488,2.502,-5.554
0.786,-0.591,-0.206,-3.052,5.371,-3.601
0.798,-0.590,-0.196,-5.005,8.423,-1.953
0.796,-0.591,-0.200,-5.432,10.376,-0.122
0.793,-0.576,-0.195,-6.592,10.376,1.831
0.809,-0.558,-0.184,-8.606,9.827,3.540
0.824,-0.560,-0.201,-8.301,8.057,5.310
0.836,-0.563,-0.207,-6.775,5.066,5.981
0.852,-0.562,-0.203,-4.456,1.526,4.395
0.848,-0.559,-0.201,-2.502,-1.465,2.197
0.837,-0.568,-0.198,0.000,-2.747,0.122
0.825,-0.573,-0.191,1.709,-2.808,-0.916
0.814,-0.573,-0.178,1.587,-2.380,-1.343

0.067,0.062,0.981,-31.128,-9.644,28.809
0.111,0.007,0.965,-20.874,-2.197,27.100
0.109,0.042,1.020,-18.250,2.625,25.024
0.072,0.072,1.007,-21.362,0.916,20.020
0.071,0.079,1.006,-17.273,1.892,15.503
0.064,0.068,1.010,-16.663,2.930,14.221
0.058,0.099,1.010,-20.020,4.272,12.573
0.094,0.078,1.028,-22.400,6.287,10.742
0.100,0.089,1.065,-24.231,6.775,7.874
0.124,0.083,1.164,-19.409,9.705,1.709
0.143,0.094,1.298,-2.502,17.761,-6.348
0.141,0.094,1.348,22.156,30.701,-17.090
0.081,0.105,1.251,42.175,44.861,-28.320
0.062,0.127,1.123,48.340,57.800,-36.987
0.072,0.092,1.008,46.448,68.481,-41.138
0.067,0.049,0.891,43.701,74.097,-43.091
0.066,0.021,0.832,40.405,73.608,-43.579
0.069,0.025,0.868,38.635,70.618,-43.396
0.085,-0.036,1.044,38.452,67.749,-43.823
0.032,0.068,1.090,28.992,55.969,-46.753
0.023,0.095,1.241,48.645,59.875,-48.157
0.055,0.114,1.400,64.697,61.462,-40.894
0.082,0.170,1.518,70.007,56.580,-37.476
0.119,0.199,1.624,73.547,55.969,-34.851
0.154,0.205,1.693,71.777,61.279,-29.724
0.178,0.179,1.715,67.871,72.021,-24.536
0.185,0.129,1.714,69.641,84.961,-21.851
0.188,0.096,1.718,76.416,98.633,-22.339
0.197,0.071,1.673,85.449,109.680,-23.315
0.205,0.022,1.632,94.910,115.967,-22.461
0.220,0.009,1.610,103.516,117.859,-22.644
0.243,0.006,1.566,113.037,117.798,-24.475
0.242,0.001,1.496,120.544,116.394,-26.184
0.233,-0.012,1.417,126.892,114.563,-25.879
0.239,-0.033,1.361,135.071,112.854,-24.536
0.243,-0.071,1.367,142.639,112.549,-24.109
0.225,-0.026,1.528,148.499,109.619,-27.405
0.069,-0.023,1.035,146.301,98.267,-23.987
0.170,-0.141,1.060,150.208,125.488,-8.118
0.302,-0.281,1.228,153.381,153.320,1.709
0.274,-0.229,1.231,141.113,150.574,-0.549
0.279,-0.188,1.118,131.592,146.912,-2.808
0.359,-0.238,1.057,133.606,157.288,-4.333
0.368,-0.272,1.008,133.606,165.161,-9.827
0.329,-0.282,0.966,123.657,164.551,-12.756
0.323,-0.327,0.924,115.540,163.086,-12.756
0.329,-0.367,0.883,114.868,162.659,-12.573
0.330,-0.370,0.817,114.563,162.231,-12.756
0.320,-0.360,0.740,112.732,159.912,-11.475
0.321,-0.332,0.689,111.389,158.020,-7.812
0.341,-0.299,0.674,112.305,157.593,-3.723
0.373,-0.300,0.648,114.563,158.569,-1.099
0.390,-0.325,0.606,114.502,157.227,2.136
0.409,-0.341,0.533,112.122,155.090,5.798
0.406,-0.374,0.426,110.779,153.625,9.155
0.390,-0.410,0.325,108.215,152.039,14.099
0.398,-0.405,0.268,101.318,151.062,19.836
0.431,-0.378,0.213,91.858,153.442,24.231
0.446,-0.383,0.152,85.754,157.166,26.245
0.472,-0.383,0.120,81.543,160.645,27.039
0.499,-0.371,0.115,78.735,161.804,25.940
0.523,-0.364,0.120,79.529,159.607,23.071
0.539,-0.366,0.095,79.590,155.396,20.813
0.533,-0.382,0.048,78.979,149.475,19.409
0.530,-0.393,-0.012,77.148,143.982,18.860
0.527,-0.398,-0.052,76.538,138.611,19.531
0.552,-0.402,-0.096,76.904,134.216,20.996
0.569,-0.403,-0.145,77.271,129.761,22.766
0.591,-0.386,-0.175,77.393,124.512,24.109
0.612,-0.379,-0.207,77.637,118.896,24.292
0.617,-0.393,-0.243,77.698,112.000,24.841
0.632,-0.388,-0.260,74.524,105.286,25.635
0.651,-0.372,-0.280,70.618,99.670,25.208
0.668,-0.370,-0.301,68.359,95.886,24.658
0.697,-0.367,-0.324,65.369,93.384,24.414
0.705,-0.398,-0.372,63.293,90.759,24.475
0.701,-0.413,-0.401,59.692,88.135,24.658
0.724,-0.389,-0.400,53.467,86.487,24.658
0.748,-0.372,-0.429,49.255,85.999,24.719
0.764,-0.375,-0.469,46.936,84.106,24.780
0.789,-0.375,-0.500,41.260,80.566,23.926
0.805,-0.367,-0.576,34.485,75.562,22.278
0.806,-0.361,-0.692,29.175,71.106,19.714
0.843,-0.385,-0.617,20.691,68.359,17.639
0.852,-0.377,-0.583,8.423,65.613,16.174
0.855,-0.382,-0.550,8.423,62.866,11.169
0.893,-0.398,-0.409,11.658,57.922,4.578
0.919,-0.496,-0.239,9.094,44.678,-1.404
0.824,-0.329,-0.453,6.470,21.729,-6.226
0.814,-0.434,-0.509,31.555,12.512,-8.911
0.804,-0.444,-0.516,30.273,10.681,-4.700
0.816,-0.460,-0.524,23.071,11.353,0.000
0.841,-0.481,-0.460,21.912,13.306,2.380
0.855,-0.459,-0.376,17.151,13.489,2.258
0.850,-0.458,-0.330,14.709,10.315,1.770
0.837,-0.465,-0.322,14.526,4.150,1.221
0.837,-0.456,-0.338,13.123,-0.183,0.061
0.835,-0.475,-0.346,11.780,-0.427,-0.610
0.836,-0.482,-0.344,5.676,1.343,-0.610
0.837,-0.481,-0.328,1.160,4.944,-0.854
0.842,-0.489,-0.292,-0.122,9.338,-0.793
0.850,-0.489,-0.271,-1.892,11.841,-0.488
0.851,-0.493,-0.270,-2.441,11.414,0.549
0.856,-0.500,-0.254,-1.770,8.972,1.526
0.867,-0.499,-0.245,-0.488,4.761,1.953
0.871,-0.491,-0.237,2.319,0.732,2.014
0.872,-0.484,-0.232,5.554,-1.892,1.587
0.866,-0.483,-0.249,8.728,-3.113,1.099
0.852,-0.481,-0.264,10.010,-3.357,0.610
0.846,-0.479,-0.262,9.399,-2.930,0.122
0.853,-0.469,-0.263,6.348,-0.977,-0.061
0.855,-0.472,-0.270,2.991,1.709,0.061
0.854,-0.476,-0.268,0.122,3.601,0.000
0.862,-0.472,-0.260,-2.197,5.493,-0.122
0.865,-0.477,-0.265,-2.502,7.080,-0.183
0.866,-0.478,-0.270,-1.892,7.568,0.061
0.869,-0.468,-0.276,-1.526,6.226,0.305
0.873,-0.463,-0.285,-0.366,3.479,0.549
0.865,-0.469,-0.299,1.343,-0.427,0.549

0.100,0.089,0.882,-38.696,-19.409,32.715
0.091,0.100,0.884,-33.386,-4.150,19.958
0.102,0.134,1.030,-26.489,6.042,12.146
0.049,0.168,1.033,-34.485,-0.854,8.179
0.039,0.178,1.042,-28.564,-5.005,5.920
0.041,0.188,1.064,-20.691,-6.409,6.348
0.064,0.205,1.088,-13.000,-5.310,5.127
0.086,0.243,1.104,-5.920,-4.395,0.671
0.085,0.235,1.143,3.967,-1.953,-5.554
0.043,0.223,1.177,16.846,2.930,-14.648
-0.000,0.202,1.199,28.381,10.986,-22.827
-0.028,0.175,1.164,40.466,21.484,-26.550
-0.031,0.154,1.071,49.683,30.212,-27.161
-0.010,0.137,0.966,52.795,34.668,-26.245
0.012,0.132,0.904,51.880,35.828,-25.818
0.037,0.089,0.896,49.072,34.546,-25.391
0.029,0.061,0.917,43.579,31.006,-24.414
0.028,0.009,1.027,36.804,26.917,-24.902
-0.014,0.061,1.008,28.564,23.682,-26.428
-0.019,0.072,1.078,38.086,33.447,-26.489
-0.022,0.130,1.153,39.917,40.100,-24.231
-0.033,0.189,1.207,43.396,39.978,-21.484
-0.041,0.251,1.233,51.575,36.255,-17.456
-0.026,0.248,1.257,58.716,30.396,-11.169
-0.020,0.187,1.264,59.937,25.330,-3.235
-0.014,0.134,1.280,56.091,24.902,2.502
0.018,0.102,1.317,52.429,33.081,5.005
0.043,0.090,1.348,51.697,48.828,4.944
0.067,0.084,1.392,52.063,66.956,2.808
0.098,0.109,1.466,53.711,82.825,0.183
0.113,0.125,1.511,61.401,94.849,-2.319
0.126,0.141,1.544,73.425,101.257,-3.967
0.145,0.151,1.546,86.426,101.807,-5.981
0.149,0.146,1.512,99.792,98.206,-8.484
0.146,0.142,1.471,110.229,92.834,-10.803
0.138,0.116,1.447,118.591,89.478,-12.817
0.103,0.071,1.450,127.075,90.149,-14.771
0.087,0.037,1.341,133.057,94.177,-14.465
0.138,-0.031,1.357,138.855,107.971,-11.597
0.138,-0.060,1.290,142.273,117.432,-11.780
0.136,-0.066,1.224,142.578,123.474,-11.169
0.178,-0.060,1.185,141.724,130.249,-9.338
0.213,-0.075,1.139,142.212,135.132,-9.216
0.227,-0.098,1.090,140.625,137.451,-9.644
0.233,-0.144,1.040,138.000,138.367,-9.827
0.233,-0.201,1.003,135.376,137.390,-9.216
0.239,-0.239,0.979,131.897,134.705,-8.179
0.267,-0.261,0.951,128.906,132.324,-5.981
0.307,-0.282,0.901,126.282,130.554,-4.211
0.331,-0.313,0.832,123.657,127.991,-3.601
0.334,-0.335,0.786,119.202,125.183,-3.845
0.360,-0.332,0.786,113.281,123.169,-4.028
0.399,-0.337,0.794,109.924,122.864,-5.249
0.423,-0.353,0.774,108.887,122.314,-6.714
0.425,-0.379,0.739,107.605,120.544,-7.446
0.411,-0.412,0.692,106.934,118.103,-6.958
0.408,-0.433,0.647,104.492,116.821,-4.456
0.429,-0.445,0.586,101.379,116.699,-0.916
0.450,-0.449,0.524,97.168,114.502,3.601
0.481,-0.452,0.468,91.980,111.267,8.240
0.509,-0.462,0.420,87.524,108.093,11.780
0.537,-0.447,0.403,83.069,105.408,13.428
0.553,-0.444,0.389,80.505,102.783,12.085
0.555,-0.432,0.391,78.796,100.220,10.132
0.562,-0.415,0.416,76.233,99.060,7.507
0.570,-0.446,0.418,76.965,99.609,4.395
0.553,-0.490,0.392,78.674,100.891,2.625
0.531,-0.508,0.360,78.247,102.905,2.197
0.514,-0.517,0.336,77.026,105.774,3.601
0.500,-0.533,0.298,74.219,110.229,7.874
0.503,-0.537,0.286,70.129,114.441,14.099
0.529,-0.525,0.284,64.148,117.676,19.958
0.566,-0.505,0.279,57.800,120.117,25.635
0.609,-0.476,0.272,52.124,121.704,30.518
0.654,-0.462,0.258,48.218,122.681,32.898
0.689,-0.442,0.245,45.715,123.962,32.898
0.705,-0.438,0.212,46.204,125.427,30.457
0.713,-0.436,0.180,46.509,125.916,27.039
0.692,-0.456,0.164,46.326,125.671,24.475
0.682,-0.486,0.144,47.668,125.305,23.010
0.677,-0.489,0.116,46.021,124.817,23.499
0.687,-0.474,0.090,41.077,124.634,24.902
0.719,-0.459,0.068,34.973,125.977,26.306
0.749,-0.441,0.045,29.480,128.784,26.672
0.755,-0.424,0.034,26.978,131.409,24.658
0.765,-0.426,0.021,26.794,132.690,21.362
0.778,-0.414,0.010,28.503,131.592,18.433
0.775,-0.425,-0.034,29.297,128.601,15.076
0.762,-0.451,-0.094,29.663,123.840,12.329
0.752,-0.477,-0.160,29.236,118.713,10.559
0.744,-0.484,-0.206,27.893,113.037,8.850
0.741,-0.492,-0.244,28.687,107.544,7.690
0.755,-0.485,-0.268,30.701,101.746,6.592
0.765,-0.489,-0.285,31.128,94.849,5.798
0.756,-0.505,-0.304,30.151,86.853,5.615
0.750,-0.506,-0.317,28.259,80.139,5.554
0.761,-0.497,-0.323,26.855,76.233,5.005
0.769,-0.490,-0.373,26.245,73.608,4.517
0.837,-0.597,-0.500,25.024,72.571,2.686
0.785,-0.491,-0.431,27.222,75.073,-6.958
0.743,-0.436,-0.408,26.184,72.632,-11.658
0.728,-0.455,-0.484,19.958,65.063,-6.042
0.750,-0.483,-0.527,11.230,58.044,1.648
0.786,-0.497,-0.526,0.732,51.208,7.507
0.840,-0.536,-0.464,-5.310,44.434,9.460
0.833,-0.478,-0.524,-7.446,36.133,7.629
0.854,-0.503,-0.503,1.465,31.311,3.906
0.855,-0.478,-0.472,3.357,24.963,2.197
0.882,-0.512,-0.405,0.671,15.381,1.587
0.862,-0.486,-0.374,-3.723,5.981,0.122
0.855,-0.489,-0.365,-3.235,-1.160,-2.136
0.863,-0.519,-0.328,4.883,-1.648,-3.357
0.852,-0.515,-0.303,5.493,0.183,-4.456
0.844,-0.527,-0.271,4.700,1.770,-5.920
0.835,-0.518,-0.231,1.648,2.747,-5.676
0.830,-0.534,-0.203,-0.549,2.686,-3.723
0.829,-0.570,-0.197,-0.549,2.380,-1.892
0.824,-0.582,-0.198,-0.061,2.869,-0.977
0.820,-0.566,-0.199,-0.305,3.235,-0.427

0.042,-0.007,0.856,-46.204,-40.222,56.824
0.104,-0.088,0.749,-39.185,-30.212,43.091
0.051,-0.015,0.847,-35.583,-18.921,26.672
0.037,0.077,0.947,-30.457,-9.888,8.057
0.045,0.145,1.107,-20.386,-0.244,-4.456
0.044,0.175,1.216,-9.644,8.789,-10.071
0.062,0.200,1.267,2.441,18.127,-15.076
0.027,0.200,1.272,22.705,30.273,-22.217
0.006,0.199,1.217,40.833,40.771,-28.748
0.012,0.186,1.104,49.561,46.021,-33.936
0.010,0.167,0.965,54.260,47.180,-38.696
0.033,0.120,0.923,55.542,46.509,-40.649
0.052,0.076,0.958,57.129,46.631,-41.870
0.054,0.047,1.018,61.584,47.974,-46.082
0.009,0.072,1.088,66.223,49.438,-50.659
-0.014,0.058,1.248,65.125,48.889,-50.659
-0.078,0.166,1.274,54.688,44.312,-45.532
-0.048,0.163,1.356,65.247,51.514,-40.649
-0.057,0.201,1.461,64.880,57.312,-33.630
-0.057,0.264,1.571,57.678,55.664,-28.748
-0.044,0.246,1.646,61.829,61.768,-22.461
-0.008,0.192,1.699,72.083,71.960,-13.184
0.001,0.127,1.718,76.477,80.750,-6.653
-0.000,0.076,1.708,84.778,89.783,-4.639
0.008,0.041,1.657,95.032,99.976,-5.127
0.010,0.007,1.594,104.126,109.619,-5.615
0.021,-0.006,1.544,109.253,117.859,-4.456
0.033,-0.011,1.491,112.793,126.160,-3.357
0.034,-0.027,1.424,116.211,134.766,-3.601
0.039,-0.035,1.338,116.882,142.029,-4.395
0.064,-0.018,1.283,113.098,147.522,-3.967
0.084,0.022,1.243,108.154,151.245,-3.357
0.169,-0.001,1.309,109.009,157.288,-2.258
0.193,-0.063,1.373,120.483,163.635,-4.578
0.185,-0.069,1.401,129.639,163.330,-13.184
0.183,-0.107,1.307,136.597,164.612,-21.484
0.168,-0.169,1.181,139.099,165.894,-23.499
0.171,-0.211,1.086,134.460,167.664,-19.714
0.186,-0.256,1.019,128.601,171.814,-14.038
0.235,-0.270,0.993,123.901,175.781,-9.094
0.280,-0.262,0.971,120.239,179.016,-8.179
0.327,-0.251,0.950,117.371,180.786,-10.498
0.427,-0.315,0.902,114.929,182.251,-13.611
0.413,-0.263,0.921,115.845,186.340,-23.376
0.369,-0.186,0.970,119.568,187.500,-36.133
0.370,-0.223,0.837,122.437,180.908,-34.668
0.367,-0.270,0.714,120.178,175.415,-28.320
0.363,-0.333,0.645,114.075,174.622,-22.949
0.344,-0.392,0.583,108.398,174.194,-18.799
0.341,-0.396,0.537,105.896,174.500,-15.137
0.376,-0.360,0.512,107.178,177.612,-11.658
0.427,-0.331,0.478,110.535,181.458,-7.935
0.441,-0.337,0.422,111.816,181.213,-5.066
0.439,-0.348,0.357,108.093,177.490,-2.686
0.449,-0.354,0.297,101.440,174.561,0.366
0.444,-0.381,0.217,94.482,174.316,3.235
0.455,-0.408,0.150,88.318,175.720,6.592
